province,province_id,city,city_id,year,urban_midlight,agriculture_midlight,total_midlight
安徽省,340000,蚌埠市,340300,2002,0.0,0.0,0.0
安徽省,340000,亳州市,341600,2002,0.0,0.0,0.0
安徽省,340000,池州市,341700,2002,1.1323664903640747,0.0,0.0
安徽省,340000,滁州市,341100,2002,0.0,0.0,0.0
安徽省,340000,阜阳市,341200,2002,0.0,0.0,0.0
安徽省,340000,合肥市,340100,2002,1.7443866992697996,0.0,0.0
安徽省,340000,淮北市,340600,2002,0.0,0.0,0.0
安徽省,340000,淮南市,340400,2002,0.0,0.0,0.0
安徽省,340000,黄山市,341000,2002,1.5462929805119832,0.0,0.0
安徽省,340000,六安市,341500,2002,0.0,0.0,0.0
安徽省,340000,马鞍山市,340500,2002,1.2413206148781437,0.0,0.0
安徽省,340000,宿州市,341300,2002,0.0,0.0,0.0
安徽省,340000,铜陵市,340700,2002,0.0,0.0,0.0
安徽省,340000,芜湖市,340200,2002,1.631808979757901,0.0,0.0
安徽省,340000,宣城市,341800,2002,0.0,0.0,0.0
福建省,350000,福州市,350100,2002,0.0,0.0,0.0
福建省,350000,龙岩市,350800,2002,0.0,0.0,0.0
福建省,350000,南平市,350700,2002,0.0,0.0,0.0
福建省,350000,宁德市,350900,2002,0.0,0.0,0.0
福建省,350000,莆田市,350300,2002,0.0,0.0,0.0
福建省,350000,泉州市,350500,2002,1.2382037590678896,0.0,0.0
福建省,350000,三明市,350400,2002,1.8209164142608643,0.0,0.0
福建省,350000,厦门市,350200,2002,1.7232267355385582,0.0,0.0
福建省,350000,漳州市,350600,2002,0.0,0.0,0.0
甘肃省,620000,白银市,620400,2002,0.0,0.0,0.0
甘肃省,620000,定西市,621100,2002,0.0,0.0,0.0
甘肃省,620000,嘉峪关市,620200,2002,14.276998519897461,0.0,0.0
甘肃省,620000,金昌市,620300,2002,0.0,0.0,0.0
甘肃省,620000,酒泉市,620900,2002,0.0,0.0,0.0
甘肃省,620000,兰州市,620100,2002,1.4493386166019684,0.0,0.0
甘肃省,620000,陇南市,621200,2002,0.0,0.0,0.0
甘肃省,620000,平凉市,620800,2002,1.0512203693389892,0.0,0.0
